9/6/2021,34.61
8/6/2021,819
6/6/2021,14.45
5/6/2021,37
5/6/2021,41.56
4/6/2021,1295
2/6/2021,4.75
2/6/2021,13.5
2/6/2021,22.75
1/6/2021,5.5
